MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5.357,1.194,1.848,2.774,0.730,0.730,1.541,1.541,1.820,1.194,3.782,2.056,0.730,1.820,1.541,2.056,2.603,6.268,3.238,0.000,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.820,1.820,0.730,2.260,0.000,2.260,0.000,11.155,11.155,0.730,1.194,0.730,1.541,2.395,10.869,0.000,2.490,0.000,0.000,0.730,0.000,1.541,0.730,1.194,2.260,1.820,0.000,2.056,1.820,6.268,1.541,0.730,8.604,1.541,0.730,0.000,0.000,0.000,6.315,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.440,14.194,1.541,1.820,11.736
7.021,1.194,1.899,2.665,0.730,1.194,1.541,1.541,0.730,1.194,3.011,2.056,0.730,1.541,2.056,2.260,2.056,2.886,2.886,0.730,0.730,2.886,2.886,1.194,9.865,1.541,1.541,1.820,1.194,1.820,1.820,2.056,11.778,2.260,0.000,9.329,12.703,0.730,1.820,0.730,1.541,2.459,0.000,0.000,2.459,0.730,0.000,1.194,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,2.056,2.886,0.730,1.194,9.728,1.541,1.541,1.194,0.000,9.057,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.197,1.541,1.820,12.014
5.685,1.541,1.918,2.771,0.730,1.194,1.541,1.541,1.541,1.194,3.341,2.056,0.730,1.820,1.820,2.260,2.440,5.012,5.012,1.194,0.730,2.603,2.603,0.730,7.383,1.541,1.541,1.541,1.820,1.820,1.820,1.820,9.532,2.260,0.000,8.963,11.003,0.730,1.541,0.730,1.541,2.352,11.105,0.000,2.476,0.000,0.000,0.730,0.730,1.820,0.730,1.541,2.440,1.820,0.000,2.056,2.056,5.012,0.730,0.730,9.018,1.541,1.541,1.194,9.584,4.792,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,1.541,14.198,1.541,1.820,11.970
5.685,1.541,1.808,2.749,0.730,1.194,1.194,1.541,1.820,1.194,3.438,2.056,0.730,1.820,1.820,2.260,2.056,1.541,1.541,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,11.253,11.253,0.730,1.820,0.730,1.541,2.369,11.253,0.000,2.488,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.000,2.056,2.056,1.541,0.730,1.194,9.716,1.541,1.541,1.194,6.655,4.138,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.195,1.541,1.820,12.078
5.685,1.541,1.840,2.826,0.730,1.194,1.194,1.541,1.820,1.194,3.438,2.056,0.730,1.820,1.820,2.440,2.056,0.000,0.000,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.541,2.260,0.000,2.260,0.000,11.766,11.766,0.730,1.820,0.730,1.541,2.402,12.080,0.000,2.528,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.750,1.820,0.730,1.820,1.541,0.000,0.730,1.541,10.991,1.541,1.541,1.194,6.655,3.618,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.011,14.192,1.194,1.541,12.298
6.099,1.194,1.868,2.763,0.730,1.194,1.194,0.730,1.541,1.194,3.782,2.056,0.730,1.820,0.000,2.440,2.260,6.448,5.559,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.558,11.558,0.730,1.820,0.730,1.541,2.389,11.753,0.000,2.513,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.440,1.820,0.730,1.820,1.820,6.448,1.541,0.730,8.366,1.541,1.541,1.194,0.000,0.000,9.251,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,0.000,1.820,11.878
3.859,1.541,1.886,2.767,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.440,2.056,2.603,2.603,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,12.675,12.675,0.730,1.820,0.730,1.541,2.457,0.000,0.000,2.457,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.000,2.056,2.056,2.603,1.194,1.194,10.621,1.541,1.541,1.194,9.433,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.197,1.541,1.820,12.090
3.859,1.541,1.902,2.796,0.730,1.194,1.541,1.541,1.820,1.194,3.341,2.056,0.730,1.820,2.056,1.820,2.056,5.094,4.323,1.194,0.730,2.603,2.603,1.194,5.392,1.541,1.541,1.541,1.820,1.820,1.820,1.541,10.502,2.260,0.000,10.292,12.266,0.730,1.194,0.730,1.541,2.479,0.000,0.000,2.479,0.000,0.000,0.730,0.730,1.541,0.730,1.541,2.260,1.820,0.730,0.730,2.056,4.597,1.541,1.194,10.057,1.541,1.541,1.194,0.000,6.268,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.192,1.541,1.820,11.905
3.859,1.541,1.889,2.770,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,1.820,2.056,4.792,4.792,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.718,11.718,0.730,1.194,0.730,1.541,2.399,0.000,0.000,2.399,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,2.056,4.697,1.541,0.730,8.865,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,0.730,0.000,2.440,14.192,0.000,1.194,11.662
5.685,1.541,1.918,2.785,0.730,1.194,1.541,1.541,1.541,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,3.011,3.011,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,1.541,2.260,0.000,2.260,0.000,11.725,11.725,0.730,1.820,0.730,1.541,2.400,11.871,0.000,2.521,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.260,1.820,0.000,2.056,2.056,3.011,1.194,1.194,10.497,1.541,1.541,1.194,8.081,4.792,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.197,1.541,1.820,12.196
5.357,1.194,1.803,2.707,0.730,1.194,1.541,1.541,1.541,1.194,2.886,2.056,0.730,1.820,1.541,2.056,2.603,6.315,3.128,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.781,11.781,0.730,1.820,0.730,1.541,2.403,10.084,0.000,2.475,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.730,1.194,1.820,5.322,1.541,0.730,8.274,1.541,1.541,0.730,0.000,0.000,8.190,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.197,1.541,1.820,11.670
3.859,1.541,1.902,2.776,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.440,2.056,2.750,2.603,1.194,0.730,2.886,2.886,1.194,7.762,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,13.553,13.553,0.730,1.820,0.730,1.541,2.507,0.000,0.000,2.507,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.730,1.541,2.056,2.750,1.541,1.194,10.013,1.541,1.541,1.194,6.073,8.454,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.197,1.541,1.820,12.269
3.859,1.541,1.912,2.782,0.730,1.194,1.541,1.541,1.820,1.194,3.238,2.056,0.730,1.820,2.056,2.056,2.260,4.545,4.545,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.820,1.820,11.466,2.260,0.000,8.764,12.279,0.730,1.820,0.730,1.541,2.437,0.000,0.000,2.437,0.730,0.000,0.730,0.730,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,4.545,1.194,1.194,10.247,1.541,1.541,1.194,0.000,6.405,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.440,14.192,1.541,1.820,11.941
3.859,1.541,1.945,2.832,0.730,1.194,1.194,1.541,1.194,1.194,3.128,2.056,0.730,1.820,2.056,2.440,2.440,3.782,3.702,0.730,0.730,2.603,2.603,1.194,8.454,1.194,1.541,1.541,1.541,1.820,0.730,1.820,10.195,1.194,7.837,13.295,14.422,0.730,1.194,0.730,1.541,2.555,0.000,0.000,2.555,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.730,1.541,2.056,3.782,1.194,1.541,11.151,1.541,1.541,1.194,6.315,5.969,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.197,1.541,1.820,12.513
3.859,0.000,1.875,2.763,0.730,1.194,1.541,1.541,1.820,1.194,3.128,2.056,0.730,1.820,2.056,1.820,1.820,4.970,4.970,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,12.279,2.260,0.000,0.000,12.279,0.730,1.541,0.730,1.541,2.434,0.000,0.000,2.434,0.730,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,1.820,4.970,1.541,0.730,9.616,1.541,1.541,1.194,0.000,5.053,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,3.011,14.192,1.541,1.820,11.581
3.859,1.541,1.886,2.767,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,2.056,2.260,2.056,1.541,1.541,1.194,0.730,2.886,2.886,1.194,7.021,1.194,1.541,1.820,1.541,1.820,1.541,2.056,9.322,2.260,0.000,12.972,13.649,0.730,1.820,0.730,1.541,2.514,0.000,0.000,2.514,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,1.541,1.194,1.194,10.487,1.541,1.541,1.194,8.014,4.072,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.541,1.820,12.206
3.859,1.541,1.886,2.744,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.440,5.211,4.381,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.194,1.541,1.820,1.820,1.820,1.541,10.292,1.194,6.808,9.171,11.925,0.730,1.541,0.730,1.541,2.467,0.000,0.000,2.467,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,1.820,4.381,1.541,1.194,10.302,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.195,1.541,1.820,11.849
3.859,1.541,1.932,2.782,0.730,1.194,1.194,1.541,1.194,1.194,3.618,1.194,0.730,1.820,2.056,2.603,2.056,0.000,0.000,0.730,0.730,2.886,2.886,0.730,9.836,1.194,1.541,1.820,1.194,1.820,0.730,2.056,12.694,2.260,0.000,9.951,13.608,0.730,1.820,0.730,1.541,2.510,0.000,0.000,2.510,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,0.000,1.194,1.194,10.272,1.541,1.541,1.194,9.193,5.357,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.194,1.541,12.578
5.685,1.541,1.886,2.796,0.730,1.194,1.541,1.541,1.820,1.194,3.128,2.056,0.730,1.820,1.820,2.260,2.056,3.702,3.702,1.194,0.730,2.440,2.440,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,12.277,12.277,0.730,1.820,0.730,1.541,2.434,11.473,0.000,2.527,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.541,2.056,3.702,1.194,1.194,10.073,1.541,1.541,1.194,10.889,6.733,0.000,0.000,0.000,0.000,0.730,1.194,0.730,9.716,2.056,14.198,1.541,1.820,12.150
5.357,1.541,2.062,2.806,0.730,1.194,1.194,0.730,1.820,0.730,3.438,2.056,0.730,1.820,1.541,2.603,2.440,4.003,2.056,1.194,0.730,2.440,2.440,1.541,0.000,1.194,1.541,0.000,1.541,1.820,1.541,2.056,9.877,2.260,0.000,7.216,10.557,0.730,1.194,0.730,1.541,2.438,11.039,0.000,2.518,0.000,0.000,1.194,0.000,1.820,0.730,1.541,2.603,1.820,0.000,2.056,0.000,4.003,1.194,1.194,10.231,1.541,1.541,1.194,9.215,3.128,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.198,1.541,1.820,12.008
4.492,1.541,1.803,2.770,0.730,1.194,1.541,1.541,1.820,1.194,3.702,2.056,0.730,1.820,2.056,1.820,2.260,5.915,5.654,0.730,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,9.350,2.260,0.000,9.237,11.039,0.730,1.541,0.730,1.541,2.355,0.000,0.000,2.355,0.730,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,2.056,5.915,1.541,0.730,8.454,1.541,1.541,0.730,0.000,6.899,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.197,1.541,1.820,11.635
6.221,1.541,1.893,2.783,0.730,1.194,1.194,1.541,1.194,1.194,3.341,2.056,0.730,1.820,1.194,1.820,2.750,5.012,2.056,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.194,1.541,1.820,1.541,1.541,2.056,10.943,2.260,0.000,0.000,10.943,0.730,1.820,0.730,1.541,2.418,0.000,0.000,2.418,0.730,0.730,0.000,0.000,0.000,0.730,1.541,1.541,1.820,0.000,2.056,2.056,5.012,1.541,0.730,9.486,1.541,1.541,1.194,6.405,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.541,1.820,11.884
6.338,1.541,1.882,2.783,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,0.730,2.056,2.056,5.134,5.134,1.194,0.730,2.750,2.750,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.541,1.194,11.453,2.260,0.000,7.353,11.907,0.730,1.541,0.730,1.541,2.424,0.000,0.000,2.424,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.134,1.541,0.730,9.026,1.541,1.541,1.194,7.483,6.022,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.541,1.820,11.809
3.859,1.541,1.967,2.731,0.730,1.194,1.194,1.541,1.820,1.194,3.341,2.056,0.730,1.820,2.056,2.056,2.056,5.012,5.012,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,7.873,1.820,9.552,9.322,11.812,0.730,1.541,0.730,1.541,2.405,0.000,0.000,2.405,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,1.820,5.012,1.194,0.730,9.616,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.056,14.194,1.541,1.820,11.736
6.448,1.194,1.879,2.764,0.730,1.194,1.541,1.541,1.820,1.194,3.341,1.194,0.730,1.194,1.541,2.260,2.056,4.597,4.597,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,0.730,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.730,1.541,0.730,1.541,2.471,10.671,0.000,2.532,0.000,0.000,1.194,0.000,1.820,1.194,1.541,2.603,1.820,0.000,2.056,2.056,4.597,1.541,1.194,10.464,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.198,1.541,1.820,11.626
3.859,0.730,1.893,2.759,0.730,1.194,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.820,2.056,2.603,2.056,0.000,0.000,1.194,0.730,2.056,2.056,0.730,6.022,1.194,1.541,1.820,1.541,1.820,0.730,2.056,11.940,2.260,0.000,9.486,12.879,0.730,1.820,0.730,1.541,2.471,0.000,0.000,2.471,0.730,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.000,2.056,2.056,0.000,1.194,1.194,10.525,1.541,1.541,1.194,7.263,6.881,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.750,14.197,1.194,1.541,12.343
5.357,1.194,1.813,2.713,0.730,1.194,1.541,1.541,1.820,1.194,2.886,2.056,0.730,1.820,1.541,1.820,2.056,5.654,5.559,1.194,0.730,1.194,0.000,1.541,0.000,1.541,1.541,0.730,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.730,1.194,0.000,1.541,2.355,8.511,0.000,2.409,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.541,1.820,0.000,2.056,1.194,14.192,0.000,0.000,0.000,1.194,1.194,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,1.541,1.820,11.296
7.620,1.194,1.569,2.512,0.730,1.194,1.541,1.541,1.820,1.194,0.000,2.056,0.730,0.730,1.820,2.260,2.056,4.745,4.745,1.194,0.730,2.056,2.056,1.194,8.473,1.541,1.541,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.039,11.039,0.730,1.541,0.730,1.541,2.355,10.497,0.000,2.458,0.000,0.000,0.730,0.730,1.541,0.730,1.541,2.440,1.820,0.000,2.056,1.194,14.192,0.000,0.000,0.000,1.194,1.194,0.730,8.115,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.192,1.541,1.194,11.424
3.859,1.541,1.872,2.745,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.056,5.053,5.053,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,9.118,1.820,10.741,0.000,11.868,0.730,1.541,0.730,1.541,2.409,0.000,0.000,2.409,0.000,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,2.056,5.053,1.541,0.730,8.930,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.011,14.192,1.541,1.194,11.653
3.859,1.541,1.827,2.753,0.730,1.194,1.541,1.541,1.820,1.194,3.341,1.820,0.730,1.820,2.056,2.056,2.056,4.970,4.970,0.730,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,8.604,1.820,10.231,8.212,11.987,0.730,1.820,0.730,1.541,2.457,0.000,0.000,2.457,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.730,1.541,2.056,4.970,1.541,0.730,9.193,1.541,1.541,1.194,0.000,5.774,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.195,1.541,1.820,11.806
5.357,1.541,1.912,2.786,0.730,1.194,1.541,1.541,1.820,1.194,3.933,1.541,0.730,1.820,1.541,2.260,2.260,5.623,5.591,1.194,0.730,2.440,2.440,1.194,9.178,1.541,1.541,1.541,1.820,1.820,0.730,1.541,8.059,2.260,0.000,11.654,12.236,0.730,1.820,0.730,1.541,2.451,11.063,0.000,2.527,0.000,0.000,1.194,0.000,1.541,0.730,1.541,2.440,1.820,0.730,1.820,2.056,5.623,1.541,0.730,9.141,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,0.730,14.194,1.541,1.820,11.871
3.859,1.541,1.942,2.789,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,1.541,5.527,5.527,0.730,0.730,2.440,2.440,1.194,5.134,1.541,1.541,1.541,1.820,1.194,1.820,0.730,11.354,2.260,0.000,13.055,14.390,0.730,1.541,0.000,1.194,2.550,0.000,0.000,2.550,0.000,0.000,1.194,0.000,1.820,0.730,1.541,2.440,0.730,0.000,2.056,1.820,5.527,1.541,1.194,10.411,1.541,1.541,1.194,0.000,4.492,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.886,14.192,1.541,1.820,11.834
5.685,1.541,1.848,2.838,0.730,1.194,1.194,1.541,1.820,1.194,3.438,0.730,0.730,1.820,1.820,2.440,2.056,1.820,1.541,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.541,2.056,11.238,2.260,0.000,5.803,11.466,0.730,1.820,0.730,1.541,2.383,11.155,0.000,2.492,0.730,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,1.820,0.730,1.194,9.641,1.541,1.541,1.194,6.655,6.099,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.195,1.541,1.820,12.123
6.221,1.541,1.868,2.786,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,1.194,2.260,2.603,5.322,5.322,0.730,0.730,2.886,2.886,1.194,5.774,1.541,1.194,1.541,1.820,1.820,1.541,2.056,10.307,2.260,0.000,6.245,10.688,0.730,1.820,0.730,1.541,2.447,0.000,0.000,2.447,0.000,0.730,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.322,1.194,0.730,8.729,1.541,1.541,1.194,8.356,0.000,0.000,0.000,0.000,0.000,0.730,0.000,1.194,0.000,2.260,14.194,1.541,1.820,11.884
5.685,1.541,1.935,2.831,0.730,1.194,1.194,1.541,1.194,1.194,3.618,1.820,0.730,1.820,1.820,2.260,2.056,0.730,0.730,1.194,0.730,2.886,2.886,0.730,6.073,1.194,1.541,1.820,1.541,1.820,0.730,2.260,0.000,2.260,0.000,11.812,11.812,0.730,1.820,0.730,1.541,2.405,12.233,0.000,2.534,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.750,1.820,0.730,1.820,1.541,0.730,0.730,1.541,11.023,1.541,1.541,1.194,6.655,3.702,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,0.730,14.195,1.541,1.820,12.274
3.859,1.541,1.893,2.763,0.730,1.194,1.541,1.541,1.541,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.603,5.094,0.000,1.194,0.730,2.886,2.886,1.194,9.026,1.541,1.541,1.541,1.820,1.820,1.820,1.820,10.719,2.260,0.000,9.156,11.868,0.730,1.820,0.730,1.541,2.409,0.000,0.000,2.409,0.730,0.000,0.730,0.000,1.194,0.730,1.194,2.056,1.820,0.000,2.056,1.820,3.530,1.541,1.194,10.635,1.541,1.541,1.194,0.000,8.511,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.128,14.195,1.541,1.820,11.898
7.021,1.541,1.868,2.761,0.730,1.194,1.541,1.541,1.541,1.194,3.530,2.056,0.730,1.541,2.056,2.750,2.056,0.000,0.000,0.730,0.730,2.750,2.750,1.194,11.390,0.730,1.541,1.820,1.194,1.820,1.820,2.056,13.382,2.260,0.000,7.647,13.685,0.730,1.820,0.730,1.541,2.514,0.000,0.000,2.514,0.730,0.000,0.730,0.730,0.730,0.730,0.730,2.440,1.820,0.730,1.820,2.056,0.000,0.730,1.541,12.269,1.541,1.541,1.194,0.000,6.022,0.000,0.000,8.356,0.000,0.730,1.820,1.194,0.000,2.886,14.195,1.194,1.541,12.814
6.221,1.541,1.886,2.747,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,1.194,2.056,2.056,5.285,5.285,0.730,0.730,1.820,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,11.015,2.260,0.000,9.770,12.330,0.730,1.194,0.730,1.541,2.494,0.000,0.000,2.494,0.000,0.000,1.194,0.000,1.820,0.730,1.541,2.440,0.000,0.000,2.056,0.000,5.285,1.541,0.730,9.740,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.603,14.195,1.541,1.820,11.752
6.448,1.541,1.893,2.866,0.730,1.194,1.194,1.541,1.820,1.194,3.341,1.820,0.000,1.194,1.541,2.056,2.056,4.492,4.492,0.000,0.730,2.260,2.260,1.541,0.730,1.541,1.541,1.541,1.541,1.820,1.820,2.056,10.262,2.056,8.222,10.959,13.014,0.730,1.820,0.730,1.541,2.477,12.785,0.000,2.583,0.000,0.000,1.194,1.194,1.820,1.194,1.541,3.128,1.820,0.730,1.541,1.541,4.492,1.194,1.194,10.741,1.541,1.541,0.730,7.553,4.138,7.412,0.000,0.000,0.000,0.730,1.820,0.000,19.143,2.603,14.194,1.541,1.820,12.155
6.448,1.541,1.886,2.744,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.194,1.194,2.056,2.260,5.134,5.134,0.730,0.730,2.440,2.440,1.194,7.021,1.541,1.541,1.541,1.820,1.820,1.541,1.820,11.518,2.260,0.000,9.049,12.411,0.730,1.541,0.730,1.541,2.454,0.000,0.000,2.454,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.134,1.541,1.194,10.468,1.541,1.541,1.194,0.000,3.702,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.056,14.192,1.541,1.820,11.794
6.448,1.541,1.886,2.778,0.730,1.194,1.541,1.541,0.730,1.194,3.933,2.056,0.730,1.194,2.056,1.820,2.056,5.173,5.173,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,0.730,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.730,1.541,0.730,1.541,2.459,0.000,0.000,2.459,0.000,0.000,1.194,0.000,1.194,1.194,1.541,2.260,1.820,0.000,2.056,0.730,5.173,1.541,1.194,10.073,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.194,1.541,1.820,11.531
3.859,1.541,1.896,2.807,0.730,1.194,1.194,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.056,2.056,5.392,5.392,0.730,0.730,2.260,2.260,1.194,7.873,1.541,1.541,1.541,1.820,1.820,1.820,1.541,12.125,2.260,0.000,7.968,12.617,0.730,0.730,0.730,1.541,2.454,0.000,0.000,2.454,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.392,1.194,1.194,10.425,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.056,14.198,0.730,1.194,11.864
